Record_ID,State,District,Crop,Season,Year,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,pH
1766,Punjab,Patiala,Rice,Kharif,2023,Alluvial,8,4,6,5.36
1767,Punjab,Patiala,Maize,Kharif,2023,Alluvial,27,11,5,5.13
1768,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,104,46,29,7.55
1769,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,139,56,53,7.05
1770,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,102,37,57,7.25
1771,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,108,30,28,7.16
1772,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,105,38,24,7.83
1773,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,113,81,24,6.41
1774,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,113,31,61,6.41
1775,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,76,38,40,7.11
1776,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,51,27,44,7.51
1777,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,154,50,48,6.54
1778,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,83,57,42,6.61
1779,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,77,21,33,6.61
1780,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,75,42,23,6.67
1781,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,99,45,26,6.24
1782,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,110,59,36,5.91
1783,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,78,17,33,6.12
1784,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,59,46,23,6.4
1785,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,9,3,2,5.14
1786,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,63,56,60,7.53
1787,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,48,47,32,7.5
1788,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,82,30,49,8.0
1789,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,12,6,10,4.32
1790,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,94,50,52,7.67
1791,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,58,32,26,7.54
1792,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,86,48,22,7.44
1793,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,120,65,44,7.26
1794,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,116,44,45,6.53
1795,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,121,43,35,6.8
1796,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,24,2,13,5.3
1797,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,148,56,46,7.08
1798,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,97,36,71,6.96
1799,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,76,40,33,6.98
1800,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,108,37,31,7.18
1801,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,97,56,44,6.96
1802,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,98,32,41,7.46
1803,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,104,56,41,7.35
1804,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,51,37,16,7.46
1805,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,1,15,8,5.14
1806,Punjab,Patiala,Rice,Kharif,2019,Alluvial,29,6,1,4.3
1807,Punjab,Patiala,Maize,Kharif,2019,Alluvial,83,24,30,7.56
1808,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,91,30,51,7.66
1809,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,133,59,43,6.92
1810,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,116,43,58,6.39
1811,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,80,42,43,7.59
1812,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,80,31,33,7.04
1813,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,94,62,32,6.47
1814,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,95,54,55,6.68
1815,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,88,47,28,7.36
1816,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,13,15,10,4.95
1817,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,149,70,39,7.02
1818,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,50,36,34,6.58
1819,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,93,46,35,6.74
1820,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,72,24,32,6.7
1821,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,8,15,13,4.33
1822,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,141,51,58,6.14
1823,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,70,58,37,6.33
1824,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,97,43,48,6.15
1825,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,111,67,51,8.16
1826,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,130,65,47,8.17
1827,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,95,35,23,7.62
1828,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,51,41,20,7.36
1829,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,108,52,39,7.16
1830,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,0,16,2,4.91
1831,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,87,58,21,8.23
1832,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,60,34,49,7.26
1833,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,120,53,48,6.55
1834,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,105,30,49,6.56
1835,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,121,26,21,6.97
1836,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,79,56,55,6.32
1837,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,3,2,9,4.29
1838,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,85,38,49,6.66
1839,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,84,30,24,6.89
1840,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,29,4,11,4.51
1841,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,158,77,39,7.48
1842,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,85,39,47,7.08
1843,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,56,48,34,7.83
1844,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,53,52,27,7.6
1845,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,115,56,47,7.2
1846,Punjab,Patiala,Rice,Kharif,2020,Alluvial,64,56,50,7.6
1847,Punjab,Patiala,Maize,Kharif,2020,Alluvial,78,44,26,7.66
1848,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,20,9,1,4.32
1849,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,125,62,32,7.71
1850,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,20,0,13,4.17
1851,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,62,39,29,7.38
1852,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,74,37,39,7.08
1853,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,130,67,47,7.48
1854,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,100,54,53,7.67
1855,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,18,16,2,4.89
1856,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,52,34,45,6.71
1857,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,112,40,50,6.41
1858,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,109,34,57,6.33
1859,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,96,50,25,6.7
1860,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,110,45,32,6.54
1861,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,81,66,48,6.6
1862,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,111,48,53,6.57
1863,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,64,40,47,6.26
1864,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,134,39,31,5.78
1865,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,19,5,13,4.73
1866,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,103,31,40,7.53
1867,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,96,31,36,7.67
1868,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,79,45,40,8.2
1869,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,84,56,45,7.3
1870,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,127,33,47,7.35
1871,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,120,53,22,7.71
1872,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,38,32,51,7.41
1873,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,14,14,7,5.31
1874,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,127,53,61,6.51
1875,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,94,40,55,7.32
1876,Tamil Nadu,Thanjavur,Cotton,Kharif,2020,Red Loam,78,49,47,6.89
1877,Andhra Pradesh,Kurnool,Wheat,Rabi,2020,Red Soil,122,76,48,6.88
1878,Andhra Pradesh,Kurnool,Rice,Kharif,2020,Red Soil,74,45,50,7.27
1879,Andhra Pradesh,Kurnool,Maize,Kharif,2020,Red Soil,130,60,18,7.1
1880,Andhra Pradesh,Kurnool,Cotton,Kharif,2020,Red Soil,59,56,42,7.32
1881,Punjab,Ludhiana,Wheat,Rabi,2021,Alluvial,109,52,30,7.12
1882,Punjab,Ludhiana,Rice,Kharif,2021,Alluvial,97,50,30,6.96
1883,Punjab,Ludhiana,Maize,Kharif,2021,Alluvial,98,44,32,7.27
1884,Punjab,Ludhiana,Cotton,Kharif,2021,Alluvial,68,64,59,7.4
1885,Punjab,Patiala,Wheat,Rabi,2021,Alluvial,12,0,4,4.81
1886,Punjab,Patiala,Rice,Kharif,2021,Alluvial,83,54,47,7.55
1887,Punjab,Patiala,Maize,Kharif,2021,Alluvial,27,9,11,4.55
1888,Punjab,Patiala,Cotton,Kharif,2021,Alluvial,104,29,50,7.91
1889,Uttar Pradesh,Kanpur,Wheat,Rabi,2021,Alluvial,116,59,26,7.41
1890,Uttar Pradesh,Kanpur,Rice,Kharif,2021,Alluvial,90,53,54,6.29
1891,Uttar Pradesh,Kanpur,Maize,Kharif,2021,Alluvial,75,35,19,6.86
1892,Uttar Pradesh,Kanpur,Cotton,Kharif,2021,Alluvial,87,21,46,7.16
1893,Uttar Pradesh,Varanasi,Wheat,Rabi,2021,Alluvial,112,72,40,6.54
1894,Uttar Pradesh,Varanasi,Rice,Kharif,2021,Alluvial,104,53,49,6.48
1895,Uttar Pradesh,Varanasi,Maize,Kharif,2021,Alluvial,75,45,17,6.75
1896,Uttar Pradesh,Varanasi,Cotton,Kharif,2021,Alluvial,24,7,9,5.09
1897,West Bengal,Hooghly,Wheat,Rabi,2021,Alluvial,114,52,46,6.82
1898,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,90,55,37,7.09
1899,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,108,36,22,6.43
1900,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,86,42,59,6.41
1901,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,130,63,53,6.01
1902,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,96,59,47,6.4
1903,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,55,47,20,6.19
1904,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,100,31,34,5.77
1905,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,120,55,42,7.57
1906,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,155,72,63,7.97
1907,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,113,35,34,7.48
1908,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,21,3,1,4.36
1909,Maharashtra,Pune,Wheat,Rabi,2021,Black Soil,100,71,34,6.93
1910,Maharashtra,Pune,Rice,Kharif,2021,Black Soil,118,46,37,7.88
1911,Maharashtra,Pune,Maize,Kharif,2021,Black Soil,90,48,24,6.85
1912,Maharashtra,Pune,Cotton,Kharif,2021,Black Soil,68,36,36,7.31
1913,Tamil Nadu,Thanjavur,Wheat,Rabi,2021,Red Loam,5,1,5,4.75
1914,Tamil Nadu,Thanjavur,Rice,Kharif,2021,Red Loam,142,55,49,6.83
1915,Tamil Nadu,Thanjavur,Maize,Kharif,2021,Red Loam,103,42,22,6.56
1916,Tamil Nadu,Thanjavur,Cotton,Kharif,2021,Red Loam,70,38,26,6.87
1917,Andhra Pradesh,Kurnool,Wheat,Rabi,2021,Red Soil,123,59,32,7.4
1918,Andhra Pradesh,Kurnool,Rice,Kharif,2021,Red Soil,17,3,5,4.52
1919,Andhra Pradesh,Kurnool,Maize,Kharif,2021,Red Soil,1,9,14,4.17
1920,Andhra Pradesh,Kurnool,Cotton,Kharif,2021,Red Soil,15,13,8,5.25
1921,Punjab,Ludhiana,Wheat,Rabi,2022,Alluvial,143,44,39,7.7
1922,Punjab,Ludhiana,Rice,Kharif,2022,Alluvial,11,6,10,5.11
1923,Punjab,Ludhiana,Maize,Kharif,2022,Alluvial,28,16,2,4.61
1924,Punjab,Ludhiana,Cotton,Kharif,2022,Alluvial,22,7,3,4.56
1925,Punjab,Patiala,Wheat,Rabi,2022,Alluvial,118,71,46,7.59
1926,Punjab,Patiala,Rice,Kharif,2022,Alluvial,116,54,58,7.63
1927,Punjab,Patiala,Maize,Kharif,2022,Alluvial,76,24,19,7.9
1928,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,19,5,2,5.4
1929,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,79,60,36,6.91
1930,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,83,44,41,6.98
1931,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,94,52,21,6.93
1932,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,58,36,54,6.65
1933,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,124,72,22,6.88
1934,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,121,46,65,6.36
1935,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,103,30,24,7.34
1936,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,63,32,37,5.92
1937,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,155,56,33,6.63
1938,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,129,48,56,6.94
1939,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,67,48,40,6.7
1940,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,65,31,43,6.1
1941,West Bengal,Bardhaman,Wheat,Rabi,2022,Clay Loam,130,53,29,6.05
1942,West Bengal,Bardhaman,Rice,Kharif,2022,Clay Loam,132,35,37,5.72
1943,West Bengal,Bardhaman,Maize,Kharif,2022,Clay Loam,6,10,0,4.38
1944,West Bengal,Bardhaman,Cotton,Kharif,2022,Clay Loam,90,29,57,6.1
1945,Maharashtra,Nashik,Wheat,Rabi,2022,Black Soil,136,60,43,8.04
1946,Maharashtra,Nashik,Rice,Kharif,2022,Black Soil,146,63,35,8.04
1947,Maharashtra,Nashik,Maize,Kharif,2022,Black Soil,119,46,41,8.07
1948,Maharashtra,Nashik,Cotton,Kharif,2022,Black Soil,88,43,42,7.61
1949,Maharashtra,Pune,Wheat,Rabi,2022,Black Soil,84,61,40,7.53
1950,Maharashtra,Pune,Rice,Kharif,2022,Black Soil,84,51,48,7.73
1951,Maharashtra,Pune,Maize,Kharif,2022,Black Soil,73,31,23,7.26
1952,Maharashtra,Pune,Cotton,Kharif,2022,Black Soil,114,20,49,7.72
1953,Tamil Nadu,Thanjavur,Wheat,Rabi,2022,Red Loam,24,14,10,4.15
1954,Tamil Nadu,Thanjavur,Rice,Kharif,2022,Red Loam,0,7,2,4.84
1955,Tamil Nadu,Thanjavur,Maize,Kharif,2022,Red Loam,133,37,26,6.78
1956,Tamil Nadu,Thanjavur,Cotton,Kharif,2022,Red Loam,109,38,31,6.73
1957,Andhra Pradesh,Kurnool,Wheat,Rabi,2022,Red Soil,100,63,45,6.8
1958,Andhra Pradesh,Kurnool,Rice,Kharif,2022,Red Soil,110,39,65,6.89
1959,Andhra Pradesh,Kurnool,Maize,Kharif,2022,Red Soil,113,55,49,7.96
1960,Andhra Pradesh,Kurnool,Cotton,Kharif,2022,Red Soil,86,39,33,7.08
1961,Punjab,Ludhiana,Wheat,Rabi,2023,Alluvial,146,65,37,7.45
1962,Punjab,Ludhiana,Rice,Kharif,2023,Alluvial,89,48,51,7.36
1963,Punjab,Ludhiana,Maize,Kharif,2023,Alluvial,79,51,29,7.43
1964,Punjab,Ludhiana,Cotton,Kharif,2023,Alluvial,91,40,19,7.29
1965,Punjab,Patiala,Wheat,Rabi,2023,Alluvial,135,47,52,7.5
1966,Punjab,Patiala,Rice,Kharif,2023,Alluvial,70,36,55,7.87
1967,Punjab,Patiala,Maize,Kharif,2023,Alluvial,66,20,32,7.17
1968,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,96,45,51,7.34
1969,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,126,59,61,7.23
1970,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,114,45,39,7.29
1971,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,106,40,33,6.9
1972,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,69,30,39,6.96
1973,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,114,72,39,7.49
1974,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,0,2,9,4.85
1975,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,122,26,36,7.2
1976,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,77,39,36,7.4
1977,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,109,83,47,6.44
1978,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,77,50,33,6.52
1979,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,43,33,44,6.11
1980,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,18,6,0,5.33
1981,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,132,47,40,5.88
1982,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,18,19,4,4.18
1983,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,98,20,32,6.01
1984,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,38,41,39,6.54
1985,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,127,42,38,7.35
1986,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,78,58,48,7.65
1987,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,112,52,29,7.62
1988,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,79,48,51,7.92
1989,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,116,50,42,7.26
1990,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,108,49,46,7.77
1991,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,92,37,11,8.29
1992,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,67,32,25,7.36
1993,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,20,3,11,4.38
1994,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,21,18,6,4.73
1995,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,76,43,27,7.18
1996,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,70,51,56,7.26
1997,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,93,59,53,7.12
1998,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,98,50,51,7.4
1999,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,90,62,17,7.09
2000,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,92,24,29,7.2
2001,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,130,68,38,7.16
2002,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,110,54,59,7.26
2003,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,27,40,43,7.09
2004,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,112,30,42,7.4
2005,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,15,10,7,5.46
2006,Punjab,Patiala,Rice,Kharif,2019,Alluvial,79,76,58,7.7
2007,Punjab,Patiala,Maize,Kharif,2019,Alluvial,14,7,3,5.04
2008,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,50,50,34,7.48
2009,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,140,53,24,6.54
2010,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,87,30,49,7.86
2011,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,105,43,10,6.75
2012,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,22,15,14,4.08
2013,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,102,62,31,7.26
2014,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,90,64,31,7.46
2015,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,106,38,27,7.02
2016,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,94,35,48,7.22
2017,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,144,85,26,5.9
2018,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,106,37,67,6.68
2019,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,94,34,24,6.7
2020,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,87,41,50,6.32
2021,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,120,58,37,5.79
2022,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,106,35,51,7.0
2023,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,62,55,26,5.95
2024,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,79,44,41,6.3
2025,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,134,80,22,7.61
2026,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,7,14,1,5.36
2027,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,23,17,9,4.28
2028,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,61,35,21,8.04
2029,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,116,59,45,7.26
2030,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,82,70,54,7.54
2031,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,67,50,30,7.24
2032,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,57,44,45,7.02
2033,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,118,64,34,6.85
2034,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,99,61,70,6.51
2035,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,114,38,24,6.5
2036,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,101,33,64,6.62
2037,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,133,60,45,7.17
2038,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,125,60,44,7.05
2039,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,10,16,1,5.41
2040,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,89,53,52,7.31
2041,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,115,32,43,7.18
2042,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,91,46,36,7.18
2043,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,113,39,40,7.37
2044,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,32,40,52,7.56
2045,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,130,61,32,7.51
2046,Punjab,Patiala,Rice,Kharif,2020,Alluvial,54,54,51,7.41
2047,Punjab,Patiala,Maize,Kharif,2020,Alluvial,71,41,28,7.79
2048,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,78,38,35,7.91
2049,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,9,10,8,5.18
2050,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,84,38,55,7.94
2051,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,22,4,12,4.63
2052,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,92,33,26,7.11
2053,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,111,61,32,7.21
2054,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,105,30,27,6.93
2055,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,113,48,37,6.97
2056,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,73,48,30,6.79
2057,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,141,59,46,6.44
2058,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,17,6,0,5.42
2059,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,45,45,32,6.66
2060,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,98,28,42,6.88
2061,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,132,45,46,6.72
2062,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,11,8,2,4.03
2063,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,111,23,39,6.45
2064,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,70,38,42,5.64
2065,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,98,44,54,8.04
2066,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,98,47,30,7.71
2067,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,96,44,43,7.56
2068,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,56,45,39,7.66
2069,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,152,56,34,7.14
2070,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,85,59,61,7.15
2071,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,82,60,39,7.39
2072,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,105,51,31,7.15
2073,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,6,9,1,5.26
2074,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,113,50,51,7.33
2075,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,108,29,33,6.95
