Record_ID,State,District,Crop,Year,Avg_Temperature_C,Humidity_pct,Rainfall_mm,Fertilizer_Used_kg_ha,Yield_tons_per_ha
2189,Maharashtra,Pune,Wheat,2023,28.0,70.0,775.3,156.5,4.67
2190,Maharashtra,Pune,Rice,2023,20.2,70.0,532.2,115.4,3.25
2191,Maharashtra,Pune,Maize,2023,21.7,70.0,786.5,109.4,3.18
2192,Maharashtra,Pune,Cotton,2023,37.0,70.0,92.5,14.1,0.15
2193,Tamil Nadu,Thanjavur,Wheat,2023,26.5,70.0,723.8,162.5,4.01
2194,Tamil Nadu,Thanjavur,Rice,2023,19.1,70.0,490.5,101.4,2.98
2195,Tamil Nadu,Thanjavur,Maize,2023,20.7,70.0,344.9,109.8,3.34
2196,Tamil Nadu,Thanjavur,Cotton,2023,28.1,70.0,835.8,112.3,2.43
2197,Andhra Pradesh,Kurnool,Wheat,2023,23.6,70.0,602.8,176.1,4.15
2198,Andhra Pradesh,Kurnool,Rice,2023,18.0,70.0,308.9,166.5,3.4
2199,Andhra Pradesh,Kurnool,Maize,2023,25.9,70.0,706.1,93.5,2.99
2200,Andhra Pradesh,Kurnool,Cotton,2023,26.2,70.0,723.9,94.9,2.26
2201,Punjab,Ludhiana,Wheat,2019,26.2,70.0,671.7,192.3,4.62
2202,Punjab,Ludhiana,Rice,2019,27.3,70.0,570.0,161.0,3.68
2203,Punjab,Ludhiana,Maize,2019,18.4,70.0,541.4,122.0,3.09
2204,Punjab,Ludhiana,Cotton,2019,27.2,70.0,446.0,82.0,2.21
2205,Punjab,Patiala,Wheat,2019,26.3,70.0,322.0,171.0,3.94
2206,Punjab,Patiala,Rice,2019,23.4,70.0,874.5,159.3,4.1
2207,Punjab,Patiala,Maize,2019,19.9,70.0,394.8,109.3,3.4
2208,Punjab,Patiala,Cotton,2019,26.9,70.0,702.6,138.5,2.47
2209,Uttar Pradesh,Kanpur,Wheat,2019,22.8,70.0,822.5,200.0,5.07
2210,Uttar Pradesh,Kanpur,Rice,2019,20.2,70.0,576.2,112.5,3.21
2211,Uttar Pradesh,Kanpur,Maize,2019,21.2,70.0,855.6,82.1,3.07
2212,Uttar Pradesh,Kanpur,Cotton,2019,19.2,70.0,524.9,152.8,2.52
2213,Uttar Pradesh,Varanasi,Wheat,2019,40.3,70.0,79.4,22.6,0.1
2214,Uttar Pradesh,Varanasi,Rice,2019,25.7,70.0,945.0,128.3,4.1
2215,Uttar Pradesh,Varanasi,Maize,2019,25.4,70.0,805.5,116.0,3.39
2216,Uttar Pradesh,Varanasi,Cotton,2019,19.7,70.0,805.1,92.9,2.25
2217,West Bengal,Hooghly,Wheat,2019,24.6,70.0,763.3,150.3,3.89
2218,West Bengal,Hooghly,Rice,2019,27.7,70.0,948.3,143.5,3.83
2219,West Bengal,Hooghly,Maize,2019,23.6,70.0,481.0,146.9,3.18
2220,West Bengal,Hooghly,Cotton,2019,28.7,70.0,430.6,128.3,2.2
2221,West Bengal,Bardhaman,Wheat,2019,28.5,70.0,561.3,165.9,3.83
2222,West Bengal,Bardhaman,Rice,2019,25.5,70.0,682.0,116.5,3.63
2223,West Bengal,Bardhaman,Maize,2019,23.0,70.0,627.5,117.5,3.6
2224,West Bengal,Bardhaman,Cotton,2019,21.5,70.0,551.5,149.6,2.28
2225,Maharashtra,Nashik,Wheat,2019,23.2,70.0,771.8,180.7,4.02
2226,Maharashtra,Nashik,Rice,2019,21.4,70.0,717.7,105.8,3.4
2227,Maharashtra,Nashik,Maize,2019,36.0,70.0,101.3,12.8,0.3
2228,Maharashtra,Nashik,Cotton,2019,23.0,70.0,561.3,93.4,2.14
2229,Maharashtra,Pune,Wheat,2019,23.5,70.0,700.1,192.0,4.17
2230,Maharashtra,Pune,Rice,2019,36.6,70.0,101.7,2.5,0.41
2231,Maharashtra,Pune,Maize,2019,20.6,70.0,627.6,126.4,2.85
2232,Maharashtra,Pune,Cotton,2019,25.0,70.0,425.1,130.3,2.32
2233,Tamil Nadu,Thanjavur,Wheat,2019,26.0,70.0,736.3,189.6,4.31
2234,Tamil Nadu,Thanjavur,Rice,2019,22.1,70.0,358.8,145.1,4.26
2235,Tamil Nadu,Thanjavur,Maize,2019,28.5,70.0,645.7,116.6,3.53
2236,Tamil Nadu,Thanjavur,Cotton,2019,41.2,70.0,128.6,24.4,0.83
2237,Andhra Pradesh,Kurnool,Wheat,2019,23.1,70.0,449.4,134.6,3.74
2238,Andhra Pradesh,Kurnool,Rice,2019,27.8,70.0,616.5,110.8,3.47
2239,Andhra Pradesh,Kurnool,Maize,2019,18.2,70.0,771.4,120.6,3.22
2240,Andhra Pradesh,Kurnool,Cotton,2019,21.5,70.0,731.1,101.8,1.96
2241,Punjab,Ludhiana,Wheat,2020,24.0,70.0,466.3,178.0,4.54
2242,Punjab,Ludhiana,Rice,2020,29.1,70.0,365.3,135.9,3.7
2243,Punjab,Ludhiana,Maize,2020,26.3,70.0,958.2,115.5,2.96
2244,Punjab,Ludhiana,Cotton,2020,25.6,70.0,695.9,95.9,2.25
2245,Punjab,Patiala,Wheat,2020,29.4,70.0,906.8,192.1,3.9
2246,Punjab,Patiala,Rice,2020,19.2,70.0,594.4,123.0,3.43
2247,Punjab,Patiala,Maize,2020,39.5,70.0,92.8,24.8,1.2
2248,Punjab,Patiala,Cotton,2020,30.0,70.0,585.1,94.9,2.15
2249,Uttar Pradesh,Kanpur,Wheat,2020,29.7,70.0,436.0,177.9,4.72
2250,Uttar Pradesh,Kanpur,Rice,2020,20.2,70.0,903.7,137.6,3.65
2251,Uttar Pradesh,Kanpur,Maize,2020,26.4,70.0,638.8,119.0,3.71
2252,Uttar Pradesh,Kanpur,Cotton,2020,28.9,70.0,374.4,92.7,2.17
2253,Uttar Pradesh,Varanasi,Wheat,2020,25.6,70.0,798.8,143.3,4.07
2254,Uttar Pradesh,Varanasi,Rice,2020,25.0,70.0,605.5,131.0,3.44
2255,Uttar Pradesh,Varanasi,Maize,2020,18.3,70.0,373.5,112.8,3.46
2256,Uttar Pradesh,Varanasi,Cotton,2020,25.8,70.0,588.4,74.1,2.11
2257,West Bengal,Hooghly,Wheat,2020,36.8,70.0,126.2,21.5,0.12
2258,West Bengal,Hooghly,Rice,2020,41.4,70.0,62.4,5.4,0.13
2259,West Bengal,Hooghly,Maize,2020,20.3,70.0,577.0,89.0,3.11
2260,West Bengal,Hooghly,Cotton,2020,27.1,70.0,814.0,114.3,1.83
2261,West Bengal,Bardhaman,Wheat,2020,29.2,70.0,464.9,153.4,4.08
2262,West Bengal,Bardhaman,Rice,2020,36.3,70.0,84.5,15.2,0.46
2263,West Bengal,Bardhaman,Maize,2020,40.9,70.0,112.8,27.5,0.27
2264,West Bengal,Bardhaman,Cotton,2020,28.1,70.0,765.6,101.2,1.91
2265,Maharashtra,Nashik,Wheat,2020,26.6,70.0,588.3,125.4,3.94
2266,Maharashtra,Nashik,Rice,2020,39.9,70.0,73.7,28.0,0.21
2267,Maharashtra,Nashik,Maize,2020,26.7,70.0,638.6,154.6,3.01
2268,Maharashtra,Nashik,Cotton,2020,20.2,70.0,325.6,74.0,1.89
2269,Maharashtra,Pune,Wheat,2020,20.1,70.0,528.8,177.9,4.32
2270,Maharashtra,Pune,Rice,2020,18.8,70.0,840.1,145.4,3.65
2271,Maharashtra,Pune,Maize,2020,24.6,70.0,380.0,118.1,2.59
2272,Maharashtra,Pune,Cotton,2020,38.6,70.0,59.3,10.5,0.16
2273,Tamil Nadu,Thanjavur,Wheat,2020,24.2,70.0,952.3,151.1,4.47
2274,Tamil Nadu,Thanjavur,Rice,2020,28.7,70.0,635.7,100.8,3.79
2275,Tamil Nadu,Thanjavur,Maize,2020,21.6,70.0,645.3,124.4,3.5
2276,Tamil Nadu,Thanjavur,Cotton,2020,28.3,70.0,820.7,126.7,2.05
2277,Andhra Pradesh,Kurnool,Wheat,2020,20.4,70.0,678.0,172.0,3.84
2278,Andhra Pradesh,Kurnool,Rice,2020,22.3,70.0,567.0,74.8,3.1
2279,Andhra Pradesh,Kurnool,Maize,2020,21.0,70.0,896.9,123.1,3.14
2280,Andhra Pradesh,Kurnool,Cotton,2020,19.0,70.0,834.8,119.5,2.61
2281,Punjab,Ludhiana,Wheat,2021,20.1,70.0,738.8,144.0,3.88
2282,Punjab,Ludhiana,Rice,2021,29.9,70.0,305.1,130.4,3.31
2283,Punjab,Ludhiana,Maize,2021,28.1,70.0,428.9,147.6,2.95
2284,Punjab,Ludhiana,Cotton,2021,40.3,70.0,137.9,28.8,0.1
2285,Punjab,Patiala,Wheat,2021,21.1,70.0,842.1,166.3,4.53
2286,Punjab,Patiala,Rice,2021,23.2,70.0,898.8,144.8,3.34
2287,Punjab,Patiala,Maize,2021,28.0,70.0,703.4,125.0,3.17
2288,Punjab,Patiala,Cotton,2021,25.0,70.0,760.4,150.9,2.64
2289,Uttar Pradesh,Kanpur,Wheat,2021,23.7,70.0,533.7,139.8,4.19
2290,Uttar Pradesh,Kanpur,Rice,2021,39.3,70.0,50.8,20.8,0.29
2291,Uttar Pradesh,Kanpur,Maize,2021,20.0,70.0,899.3,110.3,3.53
2292,Uttar Pradesh,Kanpur,Cotton,2021,20.7,70.0,796.3,71.3,2.12
2293,Uttar Pradesh,Varanasi,Wheat,2021,38.5,70.0,109.3,10.0,0.32
2294,Uttar Pradesh,Varanasi,Rice,2021,21.2,70.0,480.1,175.9,4.23
2295,Uttar Pradesh,Varanasi,Maize,2021,24.6,70.0,497.4,110.7,3.18
2296,Uttar Pradesh,Varanasi,Cotton,2021,37.6,70.0,75.2,13.8,0.19
2297,West Bengal,Hooghly,Wheat,2021,24.6,70.0,707.8,167.8,4.65
2298,West Bengal,Hooghly,Rice,2021,19.1,70.0,831.3,96.8,3.29
2299,West Bengal,Hooghly,Maize,2021,23.5,70.0,458.7,102.0,3.55
2300,West Bengal,Hooghly,Cotton,2021,19.8,70.0,770.5,120.1,2.49
2301,West Bengal,Bardhaman,Wheat,2021,20.9,70.0,688.5,139.4,3.34
2302,West Bengal,Bardhaman,Rice,2021,20.7,70.0,778.6,110.4,3.79
2303,West Bengal,Bardhaman,Maize,2021,23.1,70.0,376.9,71.7,2.54
2304,West Bengal,Bardhaman,Cotton,2021,28.7,70.0,328.3,60.2,2.32
2305,Maharashtra,Nashik,Wheat,2021,23.7,70.0,658.9,203.8,4.46
2306,Maharashtra,Nashik,Rice,2021,23.4,70.0,777.3,224.3,4.22
2307,Maharashtra,Nashik,Maize,2021,26.3,70.0,726.2,150.7,2.95
2308,Maharashtra,Nashik,Cotton,2021,19.1,70.0,318.2,116.5,2.16
2309,Maharashtra,Pune,Wheat,2021,20.2,70.0,852.6,188.3,4.11
2310,Maharashtra,Pune,Rice,2021,29.4,70.0,360.0,123.0,3.64
2311,Maharashtra,Pune,Maize,2021,38.9,70.0,61.0,14.2,0.23
2312,Maharashtra,Pune,Cotton,2021,27.4,70.0,689.8,78.3,2.05
2313,Tamil Nadu,Thanjavur,Wheat,2021,22.1,70.0,448.4,151.0,4.18
2314,Tamil Nadu,Thanjavur,Rice,2021,21.8,70.0,366.5,146.1,3.86
2315,Tamil Nadu,Thanjavur,Maize,2021,21.9,70.0,702.3,141.8,3.48
2316,Tamil Nadu,Thanjavur,Cotton,2021,25.1,70.0,360.6,97.0,2.32
2317,Andhra Pradesh,Kurnool,Wheat,2021,22.9,70.0,956.4,165.8,4.36
2318,Andhra Pradesh,Kurnool,Rice,2021,19.0,70.0,796.4,147.4,3.88
2319,Andhra Pradesh,Kurnool,Maize,2021,29.6,70.0,896.5,113.6,3.52
2320,Andhra Pradesh,Kurnool,Cotton,2021,19.5,70.0,504.2,92.3,2.43
2321,Punjab,Ludhiana,Wheat,2022,20.1,70.0,384.9,196.1,4.1
2322,Punjab,Ludhiana,Rice,2022,23.6,70.0,324.3,128.4,3.4
2323,Punjab,Ludhiana,Maize,2022,19.5,70.0,816.2,121.5,3.45
2324,Punjab,Ludhiana,Cotton,2022,19.8,70.0,671.8,85.1,2.29
2325,Punjab,Patiala,Wheat,2022,41.1,70.0,57.2,26.1,0.1
2326,Punjab,Patiala,Rice,2022,27.6,70.0,768.8,153.0,3.44
2327,Punjab,Patiala,Maize,2022,18.8,70.0,581.5,92.1,2.63
2328,Punjab,Patiala,Cotton,2022,21.0,70.0,372.4,108.3,2.39
2329,Uttar Pradesh,Kanpur,Wheat,2022,38.9,70.0,143.1,8.8,0.35
2330,Uttar Pradesh,Kanpur,Rice,2022,22.5,70.0,661.0,137.9,3.76
2331,Uttar Pradesh,Kanpur,Maize,2022,27.7,70.0,822.6,128.0,3.66
2332,Uttar Pradesh,Kanpur,Cotton,2022,18.4,70.0,327.3,95.9,2.49
2333,Uttar Pradesh,Varanasi,Wheat,2022,23.2,70.0,834.4,149.1,4.14
2334,Uttar Pradesh,Varanasi,Rice,2022,23.1,70.0,354.7,126.7,3.55
2335,Uttar Pradesh,Varanasi,Maize,2022,29.2,70.0,704.2,94.0,3.43
2336,Uttar Pradesh,Varanasi,Cotton,2022,36.4,70.0,102.0,22.9,1.07
2337,West Bengal,Hooghly,Wheat,2022,20.4,70.0,306.4,182.3,4.07
2338,West Bengal,Hooghly,Rice,2022,28.3,70.0,552.9,120.1,3.53
2339,West Bengal,Hooghly,Maize,2022,29.0,70.0,853.3,162.8,3.5
2340,West Bengal,Hooghly,Cotton,2022,29.3,70.0,446.1,88.7,2.01
2341,West Bengal,Bardhaman,Wheat,2022,18.2,70.0,760.2,166.5,3.67
2342,West Bengal,Bardhaman,Rice,2022,24.3,70.0,586.3,150.8,3.57
2343,West Bengal,Bardhaman,Maize,2022,39.6,70.0,51.9,27.3,0.1
2344,West Bengal,Bardhaman,Cotton,2022,29.8,70.0,584.2,162.5,2.55
2345,Maharashtra,Nashik,Wheat,2022,24.5,70.0,447.5,187.7,4.39
2346,Maharashtra,Nashik,Rice,2022,24.8,70.0,528.2,134.9,3.81
2347,Maharashtra,Nashik,Maize,2022,23.0,70.0,573.9,113.0,3.1
2348,Maharashtra,Nashik,Cotton,2022,26.8,70.0,789.6,150.1,2.69
2349,Maharashtra,Pune,Wheat,2022,28.0,70.0,377.4,193.3,4.66
2350,Maharashtra,Pune,Rice,2022,18.4,70.0,990.2,123.7,3.4
2351,Maharashtra,Pune,Maize,2022,25.9,70.0,379.8,154.4,3.62
2352,Maharashtra,Pune,Cotton,2022,18.7,70.0,520.7,90.4,2.27
2353,Tamil Nadu,Thanjavur,Wheat,2022,25.9,70.0,745.4,152.5,3.8
2354,Tamil Nadu,Thanjavur,Rice,2022,28.0,70.0,829.6,117.6,3.88
2355,Tamil Nadu,Thanjavur,Maize,2022,21.7,70.0,630.9,144.3,3.68
2356,Tamil Nadu,Thanjavur,Cotton,2022,21.1,70.0,354.1,105.6,2.14
2357,Andhra Pradesh,Kurnool,Wheat,2022,41.8,70.0,95.9,13.0,0.33
2358,Andhra Pradesh,Kurnool,Rice,2022,23.6,70.0,695.5,123.1,3.22
2359,Andhra Pradesh,Kurnool,Maize,2022,18.3,70.0,948.2,132.1,3.69
2360,Andhra Pradesh,Kurnool,Cotton,2022,23.3,70.0,990.5,98.4,2.43
2361,Punjab,Ludhiana,Wheat,2023,28.7,70.0,443.4,199.8,4.52
2362,Punjab,Ludhiana,Rice,2023,18.5,70.0,368.3,140.3,3.49
2363,Punjab,Ludhiana,Maize,2023,19.0,70.0,406.2,160.2,3.74
2364,Punjab,Ludhiana,Cotton,2023,20.1,70.0,595.6,80.9,2.44
2365,Punjab,Patiala,Wheat,2023,25.6,70.0,925.2,176.7,3.88
2366,Punjab,Patiala,Rice,2023,27.2,70.0,471.7,167.3,3.83
2367,Punjab,Patiala,Maize,2023,38.3,70.0,68.1,2.5,0.29
2368,Punjab,Patiala,Cotton,2023,23.3,70.0,757.7,93.9,2.12
2369,Uttar Pradesh,Kanpur,Wheat,2023,22.9,70.0,920.9,159.7,4.33
2370,Uttar Pradesh,Kanpur,Rice,2023,23.5,70.0,560.7,122.3,3.45
2371,Uttar Pradesh,Kanpur,Maize,2023,21.3,70.0,619.6,98.9,2.93
2372,Uttar Pradesh,Kanpur,Cotton,2023,27.2,70.0,992.5,99.8,2.34
2373,Uttar Pradesh,Varanasi,Wheat,2023,28.1,70.0,877.5,190.5,4.72
2374,Uttar Pradesh,Varanasi,Rice,2023,25.7,70.0,870.2,152.0,3.9
2375,Uttar Pradesh,Varanasi,Maize,2023,24.4,70.0,852.4,131.0,3.71
2376,Uttar Pradesh,Varanasi,Cotton,2023,39.3,70.0,130.0,16.6,0.18
2377,West Bengal,Hooghly,Wheat,2023,19.2,70.0,770.4,156.0,4.42
2378,West Bengal,Hooghly,Rice,2023,25.9,70.0,609.5,114.7,3.49
2379,West Bengal,Hooghly,Maize,2023,24.0,70.0,925.8,74.4,3.05
2380,West Bengal,Hooghly,Cotton,2023,20.3,70.0,560.1,115.9,2.19
2381,West Bengal,Bardhaman,Wheat,2023,29.9,70.0,922.4,168.0,3.96
2382,West Bengal,Bardhaman,Rice,2023,18.5,70.0,583.7,87.3,3.14
2383,West Bengal,Bardhaman,Maize,2023,23.3,70.0,836.3,157.2,3.46
2384,West Bengal,Bardhaman,Cotton,2023,29.2,70.0,553.1,65.0,1.94
2385,Maharashtra,Nashik,Wheat,2023,23.7,70.0,646.4,163.0,4.21
2386,Maharashtra,Nashik,Rice,2023,27.9,70.0,552.6,125.0,3.66
2387,Maharashtra,Nashik,Maize,2023,20.9,70.0,728.1,73.6,2.36
2388,Maharashtra,Nashik,Cotton,2023,24.3,70.0,547.5,93.0,2.57
2389,Maharashtra,Pune,Wheat,2023,22.9,70.0,479.9,207.2,4.61
2390,Maharashtra,Pune,Rice,2023,29.8,70.0,404.4,155.2,3.51
2391,Maharashtra,Pune,Maize,2023,24.3,70.0,989.9,119.4,3.61
2392,Maharashtra,Pune,Cotton,2023,29.8,70.0,548.5,95.0,2.19
2393,Tamil Nadu,Thanjavur,Wheat,2023,41.6,70.0,133.5,14.5,0.2
2394,Tamil Nadu,Thanjavur,Rice,2023,25.6,70.0,845.2,132.7,3.7
2395,Tamil Nadu,Thanjavur,Maize,2023,21.0,70.0,919.7,122.1,3.64
2396,Tamil Nadu,Thanjavur,Cotton,2023,24.2,70.0,625.1,135.7,2.48
2397,Andhra Pradesh,Kurnool,Wheat,2023,21.3,70.0,429.2,187.3,4.39
2398,Andhra Pradesh,Kurnool,Rice,2023,22.0,70.0,850.9,178.8,4.45
2399,Andhra Pradesh,Kurnool,Maize,2023,23.7,70.0,788.2,115.7,3.38
2400,Andhra Pradesh,Kurnool,Cotton,2023,24.5,70.0,396.0,150.1,2.59
2401,Punjab,Ludhiana,Wheat,2019,40.5,70.0,60.9,26.3,0.28
2402,Punjab,Ludhiana,Rice,2019,22.1,70.0,417.7,121.9,3.76
2403,Punjab,Ludhiana,Maize,2019,22.6,70.0,392.2,102.9,3.55
2404,Punjab,Ludhiana,Cotton,2019,24.5,70.0,654.2,90.2,1.96
2405,Punjab,Patiala,Wheat,2019,41.5,70.0,63.4,16.0,0.14
2406,Punjab,Patiala,Rice,2019,28.2,70.0,940.9,101.0,3.05
2407,Punjab,Patiala,Maize,2019,27.7,70.0,715.6,149.1,3.3
2408,Punjab,Patiala,Cotton,2019,24.4,70.0,668.8,88.9,2.34
2409,Uttar Pradesh,Kanpur,Wheat,2019,18.2,70.0,918.9,181.9,4.66
2410,Uttar Pradesh,Kanpur,Rice,2019,26.9,70.0,885.1,162.4,3.54
2411,Uttar Pradesh,Kanpur,Maize,2019,19.0,70.0,676.7,128.9,2.83
2412,Uttar Pradesh,Kanpur,Cotton,2019,20.2,70.0,503.0,71.2,1.99
2413,Uttar Pradesh,Varanasi,Wheat,2019,25.1,70.0,467.4,140.1,3.77
2414,Uttar Pradesh,Varanasi,Rice,2019,19.6,70.0,575.4,74.2,3.12
2415,Uttar Pradesh,Varanasi,Maize,2019,26.4,70.0,599.4,172.8,3.6
2416,Uttar Pradesh,Varanasi,Cotton,2019,25.0,70.0,461.3,127.6,2.28
2417,West Bengal,Hooghly,Wheat,2019,27.0,70.0,810.9,182.7,4.32
2418,West Bengal,Hooghly,Rice,2019,24.9,70.0,499.2,178.3,4.41
2419,West Bengal,Hooghly,Maize,2019,37.9,70.0,62.4,12.4,0.21
2420,West Bengal,Hooghly,Cotton,2019,26.2,70.0,951.7,92.4,2.29
2421,West Bengal,Bardhaman,Wheat,2019,29.0,70.0,962.6,146.5,3.84
2422,West Bengal,Bardhaman,Rice,2019,38.0,70.0,50.8,4.8,0.42
2423,West Bengal,Bardhaman,Maize,2019,38.5,70.0,95.3,24.3,0.19
2424,West Bengal,Bardhaman,Cotton,2019,26.8,70.0,554.7,59.6,2.05
2425,Maharashtra,Nashik,Wheat,2019,23.5,70.0,955.1,170.3,4.56
2426,Maharashtra,Nashik,Rice,2019,40.9,70.0,127.3,28.3,0.1
2427,Maharashtra,Nashik,Maize,2019,18.6,70.0,998.8,119.3,3.2
2428,Maharashtra,Nashik,Cotton,2019,26.6,70.0,713.9,61.2,1.9
2429,Maharashtra,Pune,Wheat,2019,22.6,70.0,372.6,190.5,4.68
2430,Maharashtra,Pune,Rice,2019,20.0,70.0,445.9,95.6,3.38
2431,Maharashtra,Pune,Maize,2019,37.4,70.0,75.9,22.2,0.2
2432,Maharashtra,Pune,Cotton,2019,27.1,70.0,579.0,155.4,2.7
2433,Tamil Nadu,Thanjavur,Wheat,2019,36.3,70.0,58.3,16.9,0.31
2434,Tamil Nadu,Thanjavur,Rice,2019,28.2,70.0,907.1,134.1,3.51
2435,Tamil Nadu,Thanjavur,Maize,2019,21.7,70.0,916.8,103.4,3.04
2436,Tamil Nadu,Thanjavur,Cotton,2019,23.7,70.0,568.7,82.1,2.05
2437,Andhra Pradesh,Kurnool,Wheat,2019,22.3,70.0,611.8,150.7,4.39
2438,Andhra Pradesh,Kurnool,Rice,2019,23.3,70.0,465.4,155.3,4.02
2439,Andhra Pradesh,Kurnool,Maize,2019,39.3,70.0,52.9,20.8,0.1
2440,Andhra Pradesh,Kurnool,Cotton,2019,26.0,70.0,575.1,104.9,2.14
2441,Punjab,Ludhiana,Wheat,2020,36.6,70.0,84.3,17.9,0.1
2442,Punjab,Ludhiana,Rice,2020,18.3,70.0,768.6,94.1,2.46
2443,Punjab,Ludhiana,Maize,2020,28.8,70.0,821.0,150.2,3.78
2444,Punjab,Ludhiana,Cotton,2020,39.0,70.0,109.7,1.7,0.18
2445,Punjab,Patiala,Wheat,2020,22.1,70.0,900.6,184.1,3.85
2446,Punjab,Patiala,Rice,2020,37.9,70.0,121.2,29.4,0.29
2447,Punjab,Patiala,Maize,2020,21.1,70.0,720.3,105.6,3.41
2448,Punjab,Patiala,Cotton,2020,20.4,70.0,333.1,103.7,2.1
2449,Uttar Pradesh,Kanpur,Wheat,2020,21.9,70.0,800.0,162.8,4.44
2450,Uttar Pradesh,Kanpur,Rice,2020,24.6,70.0,449.9,128.8,3.11
2451,Uttar Pradesh,Kanpur,Maize,2020,20.4,70.0,939.0,132.2,3.08
2452,Uttar Pradesh,Kanpur,Cotton,2020,27.2,70.0,856.9,98.7,2.44
2453,Uttar Pradesh,Varanasi,Wheat,2020,38.8,70.0,102.7,1.7,0.23
2454,Uttar Pradesh,Varanasi,Rice,2020,19.2,70.0,624.6,121.1,3.24
2455,Uttar Pradesh,Varanasi,Maize,2020,29.5,70.0,631.5,106.5,3.13
2456,Uttar Pradesh,Varanasi,Cotton,2020,25.7,70.0,830.5,110.6,2.34
2457,West Bengal,Hooghly,Wheat,2020,21.6,70.0,745.6,200.9,4.3
2458,West Bengal,Hooghly,Rice,2020,22.9,70.0,640.2,122.8,3.4
2459,West Bengal,Hooghly,Maize,2020,28.7,70.0,787.3,152.0,3.87
2460,West Bengal,Hooghly,Cotton,2020,25.5,70.0,453.0,95.4,2.07
2461,West Bengal,Bardhaman,Wheat,2020,18.8,70.0,895.3,161.8,4.2
2462,West Bengal,Bardhaman,Rice,2020,41.2,70.0,55.1,22.4,0.26
2463,West Bengal,Bardhaman,Maize,2020,24.3,70.0,789.4,169.6,3.54
2464,West Bengal,Bardhaman,Cotton,2020,24.8,70.0,576.5,106.1,2.15
2465,Maharashtra,Nashik,Wheat,2020,22.8,70.0,948.9,218.2,4.4
2466,Maharashtra,Nashik,Rice,2020,25.9,70.0,328.4,143.7,4.05
2467,Maharashtra,Nashik,Maize,2020,23.6,70.0,476.2,123.1,3.58
2468,Maharashtra,Nashik,Cotton,2020,27.6,70.0,555.5,111.8,2.58
2469,Maharashtra,Pune,Wheat,2020,21.8,70.0,499.3,211.6,4.67
2470,Maharashtra,Pune,Rice,2020,22.8,70.0,406.0,175.9,3.83
2471,Maharashtra,Pune,Maize,2020,25.3,70.0,695.6,89.5,2.44
2472,Maharashtra,Pune,Cotton,2020,38.1,70.0,122.5,17.9,0.2
2473,Tamil Nadu,Thanjavur,Wheat,2020,22.3,70.0,606.7,121.3,3.3
2474,Tamil Nadu,Thanjavur,Rice,2020,26.2,70.0,315.3,134.0,3.49
2475,Tamil Nadu,Thanjavur,Maize,2020,25.6,70.0,928.8,129.1,3.07
2476,Tamil Nadu,Thanjavur,Cotton,2020,38.8,70.0,123.6,2.5,0.2
2477,Andhra Pradesh,Kurnool,Wheat,2020,28.2,70.0,870.6,180.0,4.49
2478,Andhra Pradesh,Kurnool,Rice,2020,37.7,70.0,90.7,16.6,0.17
2479,Andhra Pradesh,Kurnool,Maize,2020,39.6,70.0,143.9,10.9,0.41
2480,Andhra Pradesh,Kurnool,Cotton,2020,26.7,70.0,925.8,123.9,2.2
2481,Punjab,Ludhiana,Wheat,2021,24.3,70.0,796.9,140.9,3.69
2482,Punjab,Ludhiana,Rice,2021,25.2,70.0,674.4,153.3,3.59
2483,Punjab,Ludhiana,Maize,2021,18.3,70.0,470.6,133.5,3.43
2484,Punjab,Ludhiana,Cotton,2021,20.6,70.0,858.6,49.6,2.23
2485,Punjab,Patiala,Wheat,2021,28.5,70.0,699.4,172.0,3.87
2486,Punjab,Patiala,Rice,2021,22.8,70.0,959.6,144.4,3.74
2487,Punjab,Patiala,Maize,2021,25.9,70.0,322.3,89.3,2.84
2488,Punjab,Patiala,Cotton,2021,29.6,70.0,538.9,128.9,2.72
2489,Uttar Pradesh,Kanpur,Wheat,2021,24.8,70.0,686.8,178.4,4.72
2490,Uttar Pradesh,Kanpur,Rice,2021,23.2,70.0,999.9,139.2,3.21
2491,Uttar Pradesh,Kanpur,Maize,2021,28.6,70.0,913.4,147.0,3.13
2492,Uttar Pradesh,Kanpur,Cotton,2021,39.0,70.0,52.6,12.2,0.14
2493,Uttar Pradesh,Varanasi,Wheat,2021,19.7,70.0,436.6,203.9,4.69
2494,Uttar Pradesh,Varanasi,Rice,2021,23.9,70.0,376.7,135.6,3.96
2495,Uttar Pradesh,Varanasi,Maize,2021,26.2,70.0,731.4,101.2,3.23
2496,Uttar Pradesh,Varanasi,Cotton,2021,27.8,70.0,524.5,99.7,2.5
2497,West Bengal,Hooghly,Wheat,2021,19.0,70.0,671.3,170.3,4.53
2498,West Bengal,Hooghly,Rice,2021,22.9,70.0,383.5,108.8,3.45
2499,West Bengal,Hooghly,Maize,2021,35.0,70.0,135.5,3.0,0.1
2500,West Bengal,Hooghly,Cotton,2021,20.6,70.0,575.3,158.4,2.28
2501,West Bengal,Bardhaman,Wheat,2021,22.8,70.0,599.7,139.2,3.55
2502,West Bengal,Bardhaman,Rice,2021,18.5,70.0,367.0,140.7,4.2
2503,West Bengal,Bardhaman,Maize,2021,19.4,70.0,486.8,125.3,3.54
2504,West Bengal,Bardhaman,Cotton,2021,39.4,70.0,68.1,4.1,0.16
2505,Maharashtra,Nashik,Wheat,2021,25.8,70.0,985.8,200.4,4.25
