Record_ID,State,District,Crop,Season,Year,Soil_Type,N_kg_ha,P_kg_ha,K_kg_ha,pH,Avg_Temperature_C,Humidity_pct,Rainfall_mm,Fertilizer_Used_kg_ha,Yield_tons_per_ha
1786,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,63,56,60,7.53,28.8,70.0,368.3,104.1,3.47
1787,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,48,47,32,7.5,27.6,70.0,616.3,64.1,2.97
1788,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,82,30,49,8.0,26.1,70.0,797.1,90.6,2.35
1789,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,12,6,10,4.32,40.6,70.0,141.3,17.7,0.29
1790,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,94,50,52,7.67,27.8,70.0,315.4,123.6,3.67
1791,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,58,32,26,7.54,26.9,70.0,664.5,73.0,2.39
1792,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,86,48,22,7.44,18.9,70.0,312.6,141.9,2.43
1793,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,120,65,44,7.26,27.9,70.0,319.8,190.8,4.49
1794,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,116,44,45,6.53,23.7,70.0,656.0,124.2,3.85
1795,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,121,43,35,6.8,26.4,70.0,391.7,172.8,3.85
1796,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,24,2,13,5.3,39.3,70.0,124.4,13.9,0.1
1797,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,148,56,46,7.08,27.9,70.0,849.6,148.0,4.7
1798,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,97,36,71,6.96,21.8,70.0,438.1,128.2,3.85
1799,Andhra Pradesh,Kurnool,Maize,Kharif,2023,Red Soil,76,40,33,6.98,24.2,70.0,617.4,102.5,3.3
1800,Andhra Pradesh,Kurnool,Cotton,Kharif,2023,Red Soil,108,37,31,7.18,26.9,70.0,577.8,134.4,2.38
1801,Punjab,Ludhiana,Wheat,Rabi,2019,Alluvial,97,56,44,6.96,26.0,70.0,419.5,149.6,3.99
1802,Punjab,Ludhiana,Rice,Kharif,2019,Alluvial,98,32,41,7.46,26.6,70.0,971.5,111.8,3.22
1803,Punjab,Ludhiana,Maize,Kharif,2019,Alluvial,104,56,41,7.35,25.0,70.0,952.1,148.8,3.83
1804,Punjab,Ludhiana,Cotton,Kharif,2019,Alluvial,51,37,16,7.46,23.4,70.0,545.2,86.1,1.83
1805,Punjab,Patiala,Wheat,Rabi,2019,Alluvial,1,15,8,5.14,36.8,70.0,107.2,4.5,0.21
1806,Punjab,Patiala,Rice,Kharif,2019,Alluvial,29,6,1,4.3,41.0,70.0,56.4,17.6,0.14
1807,Punjab,Patiala,Maize,Kharif,2019,Alluvial,83,24,30,7.56,25.8,70.0,444.8,78.5,2.84
1808,Punjab,Patiala,Cotton,Kharif,2019,Alluvial,91,30,51,7.66,19.4,70.0,771.5,118.9,2.44
1809,Uttar Pradesh,Kanpur,Wheat,Rabi,2019,Alluvial,133,59,43,6.92,29.5,70.0,531.0,187.2,4.65
1810,Uttar Pradesh,Kanpur,Rice,Kharif,2019,Alluvial,116,43,58,6.39,20.1,70.0,610.5,139.6,4.08
1811,Uttar Pradesh,Kanpur,Maize,Kharif,2019,Alluvial,80,42,43,7.59,26.6,70.0,952.5,115.8,3.3
1812,Uttar Pradesh,Kanpur,Cotton,Kharif,2019,Alluvial,80,31,33,7.04,29.3,70.0,628.1,100.1,2.29
1813,Uttar Pradesh,Varanasi,Wheat,Rabi,2019,Alluvial,94,62,32,6.47,19.8,70.0,980.6,126.9,3.75
1814,Uttar Pradesh,Varanasi,Rice,Kharif,2019,Alluvial,95,54,55,6.68,21.0,70.0,523.5,153.2,4.13
1815,Uttar Pradesh,Varanasi,Maize,Kharif,2019,Alluvial,88,47,28,7.36,24.4,70.0,598.5,108.2,3.35
1816,Uttar Pradesh,Varanasi,Cotton,Kharif,2019,Alluvial,13,15,10,4.95,38.9,70.0,51.8,27.3,0.19
1817,West Bengal,Hooghly,Wheat,Rabi,2019,Alluvial,149,70,39,7.02,25.9,70.0,863.0,217.9,4.92
1818,West Bengal,Hooghly,Rice,Kharif,2019,Alluvial,50,36,34,6.58,22.9,70.0,589.2,68.3,2.84
1819,West Bengal,Hooghly,Maize,Kharif,2019,Alluvial,93,46,35,6.74,24.5,70.0,639.7,134.8,3.57
1820,West Bengal,Hooghly,Cotton,Kharif,2019,Alluvial,72,24,32,6.7,26.1,70.0,348.9,84.9,1.96
1821,West Bengal,Bardhaman,Wheat,Rabi,2019,Clay Loam,8,15,13,4.33,41.1,70.0,97.0,13.9,0.12
1822,West Bengal,Bardhaman,Rice,Kharif,2019,Clay Loam,141,51,58,6.14,22.2,70.0,670.8,186.3,4.42
1823,West Bengal,Bardhaman,Maize,Kharif,2019,Clay Loam,70,58,37,6.33,26.2,70.0,585.6,113.9,3.28
1824,West Bengal,Bardhaman,Cotton,Kharif,2019,Clay Loam,97,43,48,6.15,25.3,70.0,314.3,149.4,2.55
1825,Maharashtra,Nashik,Wheat,Rabi,2019,Black Soil,111,67,51,8.16,27.6,70.0,866.3,140.3,4.14
1826,Maharashtra,Nashik,Rice,Kharif,2019,Black Soil,130,65,47,8.17,23.4,70.0,675.3,167.8,3.66
1827,Maharashtra,Nashik,Maize,Kharif,2019,Black Soil,95,35,23,7.62,22.5,70.0,708.7,101.6,3.0
1828,Maharashtra,Nashik,Cotton,Kharif,2019,Black Soil,51,41,20,7.36,24.7,70.0,687.9,83.8,1.9
1829,Maharashtra,Pune,Wheat,Rabi,2019,Black Soil,108,52,39,7.16,24.4,70.0,797.0,136.6,4.12
1830,Maharashtra,Pune,Rice,Kharif,2019,Black Soil,0,16,2,4.91,37.2,70.0,108.5,10.1,0.22
1831,Maharashtra,Pune,Maize,Kharif,2019,Black Soil,87,58,21,8.23,25.1,70.0,974.0,140.0,3.2
1832,Maharashtra,Pune,Cotton,Kharif,2019,Black Soil,60,34,49,7.26,26.9,70.0,653.1,74.1,2.25
1833,Tamil Nadu,Thanjavur,Wheat,Rabi,2019,Red Loam,120,53,48,6.55,28.1,70.0,922.4,190.1,4.59
1834,Tamil Nadu,Thanjavur,Rice,Kharif,2019,Red Loam,105,30,49,6.56,28.4,70.0,572.0,139.7,3.64
1835,Tamil Nadu,Thanjavur,Maize,Kharif,2019,Red Loam,121,26,21,6.97,23.5,70.0,476.4,130.8,3.22
1836,Tamil Nadu,Thanjavur,Cotton,Kharif,2019,Red Loam,79,56,55,6.32,24.2,70.0,337.8,95.2,2.37
1837,Andhra Pradesh,Kurnool,Wheat,Rabi,2019,Red Soil,3,2,9,4.29,41.7,70.0,67.4,7.5,0.13
1838,Andhra Pradesh,Kurnool,Rice,Kharif,2019,Red Soil,85,38,49,6.66,27.6,70.0,415.1,129.6,3.56
1839,Andhra Pradesh,Kurnool,Maize,Kharif,2019,Red Soil,84,30,24,6.89,29.4,70.0,588.0,113.9,2.92
1840,Andhra Pradesh,Kurnool,Cotton,Kharif,2019,Red Soil,29,4,11,4.51,37.2,70.0,135.8,4.3,0.23
1841,Punjab,Ludhiana,Wheat,Rabi,2020,Alluvial,158,77,39,7.48,18.7,70.0,927.1,210.1,4.78
1842,Punjab,Ludhiana,Rice,Kharif,2020,Alluvial,85,39,47,7.08,27.2,70.0,633.6,116.5,3.37
1843,Punjab,Ludhiana,Maize,Kharif,2020,Alluvial,56,48,34,7.83,19.5,70.0,328.4,87.5,2.97
1844,Punjab,Ludhiana,Cotton,Kharif,2020,Alluvial,53,52,27,7.6,24.9,70.0,550.1,119.3,2.03
1845,Punjab,Patiala,Wheat,Rabi,2020,Alluvial,115,56,47,7.2,21.1,70.0,574.0,177.4,4.36
1846,Punjab,Patiala,Rice,Kharif,2020,Alluvial,64,56,50,7.6,29.0,70.0,709.0,99.9,3.28
1847,Punjab,Patiala,Maize,Kharif,2020,Alluvial,78,44,26,7.66,18.5,70.0,607.3,121.3,3.06
1848,Punjab,Patiala,Cotton,Kharif,2020,Alluvial,20,9,1,4.32,39.4,70.0,107.4,1.9,0.19
1849,Uttar Pradesh,Kanpur,Wheat,Rabi,2020,Alluvial,125,62,32,7.71,29.0,70.0,545.2,203.7,4.2
1850,Uttar Pradesh,Kanpur,Rice,Kharif,2020,Alluvial,20,0,13,4.17,37.6,70.0,83.3,2.8,0.24
1851,Uttar Pradesh,Kanpur,Maize,Kharif,2020,Alluvial,62,39,29,7.38,26.4,70.0,807.4,107.6,2.89
1852,Uttar Pradesh,Kanpur,Cotton,Kharif,2020,Alluvial,74,37,39,7.08,18.9,70.0,705.0,91.0,2.35
1853,Uttar Pradesh,Varanasi,Wheat,Rabi,2020,Alluvial,130,67,47,7.48,25.5,70.0,746.6,203.9,4.71
1854,Uttar Pradesh,Varanasi,Rice,Kharif,2020,Alluvial,100,54,53,7.67,23.3,70.0,880.4,102.3,3.79
1855,Uttar Pradesh,Varanasi,Maize,Kharif,2020,Alluvial,18,16,2,4.89,35.9,70.0,66.4,17.8,0.5
1856,Uttar Pradesh,Varanasi,Cotton,Kharif,2020,Alluvial,52,34,45,6.71,28.7,70.0,361.6,103.3,2.24
1857,West Bengal,Hooghly,Wheat,Rabi,2020,Alluvial,112,40,50,6.41,27.4,70.0,904.8,141.0,4.09
1858,West Bengal,Hooghly,Rice,Kharif,2020,Alluvial,109,34,57,6.33,21.9,70.0,537.4,136.4,3.89
1859,West Bengal,Hooghly,Maize,Kharif,2020,Alluvial,96,50,25,6.7,24.7,70.0,308.2,94.2,3.67
1860,West Bengal,Hooghly,Cotton,Kharif,2020,Alluvial,110,45,32,6.54,19.0,70.0,492.5,149.5,2.37
1861,West Bengal,Bardhaman,Wheat,Rabi,2020,Clay Loam,81,66,48,6.6,25.6,70.0,754.1,151.4,4.09
1862,West Bengal,Bardhaman,Rice,Kharif,2020,Clay Loam,111,48,53,6.57,23.7,70.0,538.3,137.7,4.06
1863,West Bengal,Bardhaman,Maize,Kharif,2020,Clay Loam,64,40,47,6.26,21.6,70.0,538.4,126.0,3.07
1864,West Bengal,Bardhaman,Cotton,Kharif,2020,Clay Loam,134,39,31,5.78,27.8,70.0,372.6,161.9,2.19
1865,Maharashtra,Nashik,Wheat,Rabi,2020,Black Soil,19,5,13,4.73,37.7,70.0,101.8,9.2,0.16
1866,Maharashtra,Nashik,Rice,Kharif,2020,Black Soil,103,31,40,7.53,23.5,70.0,883.3,148.7,3.14
1867,Maharashtra,Nashik,Maize,Kharif,2020,Black Soil,96,31,36,7.67,21.1,70.0,983.2,108.2,3.23
1868,Maharashtra,Nashik,Cotton,Kharif,2020,Black Soil,79,45,40,8.2,18.5,70.0,683.0,116.1,2.4
1869,Maharashtra,Pune,Wheat,Rabi,2020,Black Soil,84,56,45,7.3,28.2,70.0,945.7,119.6,3.97
1870,Maharashtra,Pune,Rice,Kharif,2020,Black Soil,127,33,47,7.35,28.6,70.0,392.3,153.5,3.57
1871,Maharashtra,Pune,Maize,Kharif,2020,Black Soil,120,53,22,7.71,20.5,70.0,805.8,173.5,3.34
1872,Maharashtra,Pune,Cotton,Kharif,2020,Black Soil,38,32,51,7.41,20.7,70.0,985.9,48.1,1.94
1873,Tamil Nadu,Thanjavur,Wheat,Rabi,2020,Red Loam,14,14,7,5.31,41.6,70.0,58.6,8.7,0.5
1874,Tamil Nadu,Thanjavur,Rice,Kharif,2020,Red Loam,127,53,61,6.51,27.7,70.0,401.3,163.2,4.37
1875,Tamil Nadu,Thanjavur,Maize,Kharif,2020,Red Loam,94,40,55,7.32,25.2,70.0,633.0,96.3,3.48
1876,Tamil Nadu,Thanjavur,Cotton,Kharif,2020,Red Loam,78,49,47,6.89,25.2,70.0,591.1,124.0,2.59
1877,Andhra Pradesh,Kurnool,Wheat,Rabi,2020,Red Soil,122,76,48,6.88,23.8,70.0,526.0,212.5,4.9
1878,Andhra Pradesh,Kurnool,Rice,Kharif,2020,Red Soil,74,45,50,7.27,22.9,70.0,548.6,101.1,3.49
1879,Andhra Pradesh,Kurnool,Maize,Kharif,2020,Red Soil,130,60,18,7.1,29.2,70.0,388.3,158.7,3.47
1880,Andhra Pradesh,Kurnool,Cotton,Kharif,2020,Red Soil,59,56,42,7.32,27.8,70.0,972.0,94.4,2.53
1881,Punjab,Ludhiana,Wheat,Rabi,2021,Alluvial,109,52,30,7.12,20.8,70.0,439.9,147.8,3.95
1882,Punjab,Ludhiana,Rice,Kharif,2021,Alluvial,97,50,30,6.96,26.7,70.0,791.5,142.0,3.4
1883,Punjab,Ludhiana,Maize,Kharif,2021,Alluvial,98,44,32,7.27,29.3,70.0,699.4,134.5,3.58
1884,Punjab,Ludhiana,Cotton,Kharif,2021,Alluvial,68,64,59,7.4,29.3,70.0,936.2,125.0,2.68
1885,Punjab,Patiala,Wheat,Rabi,2021,Alluvial,12,0,4,4.81,35.9,70.0,134.7,27.3,0.19
1886,Punjab,Patiala,Rice,Kharif,2021,Alluvial,83,54,47,7.55,22.6,70.0,923.2,136.8,3.42
1887,Punjab,Patiala,Maize,Kharif,2021,Alluvial,27,9,11,4.55,38.5,70.0,60.1,0.6,0.44
1888,Punjab,Patiala,Cotton,Kharif,2021,Alluvial,104,29,50,7.91,23.4,70.0,642.4,140.2,2.45
1889,Uttar Pradesh,Kanpur,Wheat,Rabi,2021,Alluvial,116,59,26,7.41,20.9,70.0,529.1,178.6,3.88
1890,Uttar Pradesh,Kanpur,Rice,Kharif,2021,Alluvial,90,53,54,6.29,18.5,70.0,867.5,147.7,4.06
1891,Uttar Pradesh,Kanpur,Maize,Kharif,2021,Alluvial,75,35,19,6.86,26.6,70.0,566.8,134.3,2.99
1892,Uttar Pradesh,Kanpur,Cotton,Kharif,2021,Alluvial,87,21,46,7.16,26.8,70.0,892.4,97.0,2.42
1893,Uttar Pradesh,Varanasi,Wheat,Rabi,2021,Alluvial,112,72,40,6.54,29.4,70.0,695.6,196.3,4.63
1894,Uttar Pradesh,Varanasi,Rice,Kharif,2021,Alluvial,104,53,49,6.48,19.7,70.0,823.6,146.7,4.19
1895,Uttar Pradesh,Varanasi,Maize,Kharif,2021,Alluvial,75,45,17,6.75,24.7,70.0,557.5,130.9,3.0
1896,Uttar Pradesh,Varanasi,Cotton,Kharif,2021,Alluvial,24,7,9,5.09,39.3,70.0,138.5,6.3,0.1
1897,West Bengal,Hooghly,Wheat,Rabi,2021,Alluvial,114,52,46,6.82,27.2,70.0,787.0,147.3,4.55
1898,West Bengal,Hooghly,Rice,Kharif,2021,Alluvial,90,55,37,7.09,28.1,70.0,679.1,127.3,3.58
1899,West Bengal,Hooghly,Maize,Kharif,2021,Alluvial,108,36,22,6.43,27.5,70.0,354.8,141.5,3.31
1900,West Bengal,Hooghly,Cotton,Kharif,2021,Alluvial,86,42,59,6.41,21.4,70.0,435.8,137.7,2.83
1901,West Bengal,Bardhaman,Wheat,Rabi,2021,Clay Loam,130,63,53,6.01,28.5,70.0,335.0,189.0,4.43
1902,West Bengal,Bardhaman,Rice,Kharif,2021,Clay Loam,96,59,47,6.4,24.4,70.0,563.2,117.5,3.98
1903,West Bengal,Bardhaman,Maize,Kharif,2021,Clay Loam,55,47,20,6.19,18.3,70.0,641.8,88.9,2.68
1904,West Bengal,Bardhaman,Cotton,Kharif,2021,Clay Loam,100,31,34,5.77,20.4,70.0,674.4,117.4,2.02
1905,Maharashtra,Nashik,Wheat,Rabi,2021,Black Soil,120,55,42,7.57,21.2,70.0,718.7,163.1,4.42
1906,Maharashtra,Nashik,Rice,Kharif,2021,Black Soil,155,72,63,7.97,21.4,70.0,844.0,210.7,4.01
1907,Maharashtra,Nashik,Maize,Kharif,2021,Black Soil,113,35,34,7.48,21.6,70.0,508.2,156.3,3.41
1908,Maharashtra,Nashik,Cotton,Kharif,2021,Black Soil,21,3,1,4.36,35.3,70.0,97.6,11.4,0.17
1909,Maharashtra,Pune,Wheat,Rabi,2021,Black Soil,100,71,34,6.93,28.3,70.0,432.3,141.7,4.31
1910,Maharashtra,Pune,Rice,Kharif,2021,Black Soil,118,46,37,7.88,29.5,70.0,869.2,153.4,3.62
1911,Maharashtra,Pune,Maize,Kharif,2021,Black Soil,90,48,24,6.85,29.0,70.0,444.9,139.0,3.52
1912,Maharashtra,Pune,Cotton,Kharif,2021,Black Soil,68,36,36,7.31,25.5,70.0,929.5,115.2,2.31
1913,Tamil Nadu,Thanjavur,Wheat,Rabi,2021,Red Loam,5,1,5,4.75,36.3,70.0,84.8,1.3,0.1
1914,Tamil Nadu,Thanjavur,Rice,Kharif,2021,Red Loam,142,55,49,6.83,24.7,70.0,815.2,163.6,4.17
1915,Tamil Nadu,Thanjavur,Maize,Kharif,2021,Red Loam,103,42,22,6.56,24.4,70.0,681.2,129.1,3.45
1916,Tamil Nadu,Thanjavur,Cotton,Kharif,2021,Red Loam,70,38,26,6.87,21.9,70.0,576.8,127.2,2.19
1917,Andhra Pradesh,Kurnool,Wheat,Rabi,2021,Red Soil,123,59,32,7.4,23.3,70.0,592.9,164.1,4.3
1918,Andhra Pradesh,Kurnool,Rice,Kharif,2021,Red Soil,17,3,5,4.52,35.8,70.0,83.4,14.1,0.27
1919,Andhra Pradesh,Kurnool,Maize,Kharif,2021,Red Soil,1,9,14,4.17,39.5,70.0,123.3,28.4,0.29
1920,Andhra Pradesh,Kurnool,Cotton,Kharif,2021,Red Soil,15,13,8,5.25,38.7,70.0,119.1,2.2,0.23
1921,Punjab,Ludhiana,Wheat,Rabi,2022,Alluvial,143,44,39,7.7,18.7,70.0,371.7,172.8,4.33
1922,Punjab,Ludhiana,Rice,Kharif,2022,Alluvial,11,6,10,5.11,36.9,70.0,72.1,1.5,0.16
1923,Punjab,Ludhiana,Maize,Kharif,2022,Alluvial,28,16,2,4.61,38.6,70.0,129.1,10.7,0.27
1924,Punjab,Ludhiana,Cotton,Kharif,2022,Alluvial,22,7,3,4.56,36.7,70.0,84.3,14.9,0.1
1925,Punjab,Patiala,Wheat,Rabi,2022,Alluvial,118,71,46,7.59,26.8,70.0,443.8,195.3,4.43
1926,Punjab,Patiala,Rice,Kharif,2022,Alluvial,116,54,58,7.63,23.3,70.0,433.3,162.6,3.96
1927,Punjab,Patiala,Maize,Kharif,2022,Alluvial,76,24,19,7.9,22.6,70.0,333.3,99.0,2.5
1928,Punjab,Patiala,Cotton,Kharif,2022,Alluvial,19,5,2,5.4,35.2,70.0,93.8,0.6,0.1
1929,Uttar Pradesh,Kanpur,Wheat,Rabi,2022,Alluvial,79,60,36,6.91,25.1,70.0,671.5,143.5,3.98
1930,Uttar Pradesh,Kanpur,Rice,Kharif,2022,Alluvial,83,44,41,6.98,20.3,70.0,961.5,159.0,3.47
1931,Uttar Pradesh,Kanpur,Maize,Kharif,2022,Alluvial,94,52,21,6.93,23.5,70.0,847.9,146.3,3.34
1932,Uttar Pradesh,Kanpur,Cotton,Kharif,2022,Alluvial,58,36,54,6.65,18.3,70.0,655.8,55.8,2.23
1933,Uttar Pradesh,Varanasi,Wheat,Rabi,2022,Alluvial,124,72,22,6.88,29.6,70.0,884.9,168.5,4.12
1934,Uttar Pradesh,Varanasi,Rice,Kharif,2022,Alluvial,121,46,65,6.36,27.7,70.0,672.4,169.2,4.2
1935,Uttar Pradesh,Varanasi,Maize,Kharif,2022,Alluvial,103,30,24,7.34,20.3,70.0,688.4,96.2,3.1
1936,Uttar Pradesh,Varanasi,Cotton,Kharif,2022,Alluvial,63,32,37,5.92,26.6,70.0,418.8,78.1,1.83
1937,West Bengal,Hooghly,Wheat,Rabi,2022,Alluvial,155,56,33,6.63,19.7,70.0,388.0,191.4,4.35
1938,West Bengal,Hooghly,Rice,Kharif,2022,Alluvial,129,48,56,6.94,18.4,70.0,306.5,182.9,4.0
1939,West Bengal,Hooghly,Maize,Kharif,2022,Alluvial,67,48,40,6.7,23.9,70.0,374.5,102.5,3.53
1940,West Bengal,Hooghly,Cotton,Kharif,2022,Alluvial,65,31,43,6.1,27.1,70.0,743.8,86.1,2.07
1941,West Bengal,Bardhaman,Wheat,Rabi,2022,Clay Loam,130,53,29,6.05,24.5,70.0,625.4,192.8,3.84
1942,West Bengal,Bardhaman,Rice,Kharif,2022,Clay Loam,132,35,37,5.72,27.2,70.0,679.7,165.6,3.53
1943,West Bengal,Bardhaman,Maize,Kharif,2022,Clay Loam,6,10,0,4.38,36.9,70.0,51.5,15.5,0.4
1944,West Bengal,Bardhaman,Cotton,Kharif,2022,Clay Loam,90,29,57,6.1,24.7,70.0,773.1,109.0,2.38
1945,Maharashtra,Nashik,Wheat,Rabi,2022,Black Soil,136,60,43,8.04,26.4,70.0,970.0,173.1,4.23
1946,Maharashtra,Nashik,Rice,Kharif,2022,Black Soil,146,63,35,8.04,23.9,70.0,438.9,213.4,3.59
1947,Maharashtra,Nashik,Maize,Kharif,2022,Black Soil,119,46,41,8.07,29.9,70.0,413.8,152.7,3.53
1948,Maharashtra,Nashik,Cotton,Kharif,2022,Black Soil,88,43,42,7.61,28.2,70.0,584.8,127.6,2.67
1949,Maharashtra,Pune,Wheat,Rabi,2022,Black Soil,84,61,40,7.53,23.8,70.0,904.1,123.2,3.91
1950,Maharashtra,Pune,Rice,Kharif,2022,Black Soil,84,51,48,7.73,26.3,70.0,864.2,125.4,3.29
1951,Maharashtra,Pune,Maize,Kharif,2022,Black Soil,73,31,23,7.26,22.5,70.0,340.7,100.7,2.88
1952,Maharashtra,Pune,Cotton,Kharif,2022,Black Soil,114,20,49,7.72,20.2,70.0,862.7,134.8,2.49
1953,Tamil Nadu,Thanjavur,Wheat,Rabi,2022,Red Loam,24,14,10,4.15,40.8,70.0,118.0,21.5,0.13
1954,Tamil Nadu,Thanjavur,Rice,Kharif,2022,Red Loam,0,7,2,4.84,40.9,70.0,89.1,27.5,0.1
1955,Tamil Nadu,Thanjavur,Maize,Kharif,2022,Red Loam,133,37,26,6.78,28.4,70.0,494.5,155.9,3.72
1956,Tamil Nadu,Thanjavur,Cotton,Kharif,2022,Red Loam,109,38,31,6.73,21.6,70.0,302.2,134.6,2.4
1957,Andhra Pradesh,Kurnool,Wheat,Rabi,2022,Red Soil,100,63,45,6.8,21.2,70.0,531.6,137.6,4.07
1958,Andhra Pradesh,Kurnool,Rice,Kharif,2022,Red Soil,110,39,65,6.89,26.9,70.0,544.6,133.5,4.04
1959,Andhra Pradesh,Kurnool,Maize,Kharif,2022,Red Soil,113,55,49,7.96,24.8,70.0,644.3,143.5,3.57
1960,Andhra Pradesh,Kurnool,Cotton,Kharif,2022,Red Soil,86,39,33,7.08,29.4,70.0,881.1,96.8,2.29
1961,Punjab,Ludhiana,Wheat,Rabi,2023,Alluvial,146,65,37,7.45,21.5,70.0,527.4,213.9,4.4
1962,Punjab,Ludhiana,Rice,Kharif,2023,Alluvial,89,48,51,7.36,22.5,70.0,452.0,136.0,3.44
1963,Punjab,Ludhiana,Maize,Kharif,2023,Alluvial,79,51,29,7.43,27.1,70.0,834.1,115.6,3.32
1964,Punjab,Ludhiana,Cotton,Kharif,2023,Alluvial,91,40,19,7.29,20.1,70.0,482.1,119.4,2.35
1965,Punjab,Patiala,Wheat,Rabi,2023,Alluvial,135,47,52,7.5,19.2,70.0,693.9,181.6,4.48
1966,Punjab,Patiala,Rice,Kharif,2023,Alluvial,70,36,55,7.87,24.3,70.0,586.9,97.5,2.73
1967,Punjab,Patiala,Maize,Kharif,2023,Alluvial,66,20,32,7.17,25.8,70.0,403.7,88.7,2.91
1968,Punjab,Patiala,Cotton,Kharif,2023,Alluvial,96,45,51,7.34,18.7,70.0,609.5,122.2,2.79
1969,Uttar Pradesh,Kanpur,Wheat,Rabi,2023,Alluvial,126,59,61,7.23,23.0,70.0,801.3,167.5,4.56
1970,Uttar Pradesh,Kanpur,Rice,Kharif,2023,Alluvial,114,45,39,7.29,25.1,70.0,568.0,154.7,3.53
1971,Uttar Pradesh,Kanpur,Maize,Kharif,2023,Alluvial,106,40,33,6.9,24.1,70.0,482.8,148.8,3.63
1972,Uttar Pradesh,Kanpur,Cotton,Kharif,2023,Alluvial,69,30,39,6.96,18.2,70.0,828.0,96.3,2.25
1973,Uttar Pradesh,Varanasi,Wheat,Rabi,2023,Alluvial,114,72,39,7.49,20.8,70.0,995.5,185.2,4.32
1974,Uttar Pradesh,Varanasi,Rice,Kharif,2023,Alluvial,0,2,9,4.85,38.3,70.0,53.2,16.6,0.42
1975,Uttar Pradesh,Varanasi,Maize,Kharif,2023,Alluvial,122,26,36,7.2,28.7,70.0,574.0,160.1,3.49
1976,Uttar Pradesh,Varanasi,Cotton,Kharif,2023,Alluvial,77,39,36,7.4,28.0,70.0,931.0,97.2,2.29
1977,West Bengal,Hooghly,Wheat,Rabi,2023,Alluvial,109,83,47,6.44,24.0,70.0,541.2,172.1,4.39
1978,West Bengal,Hooghly,Rice,Kharif,2023,Alluvial,77,50,33,6.52,26.7,70.0,738.7,110.8,3.59
1979,West Bengal,Hooghly,Maize,Kharif,2023,Alluvial,43,33,44,6.11,20.0,70.0,912.3,87.4,2.75
1980,West Bengal,Hooghly,Cotton,Kharif,2023,Alluvial,18,6,0,5.33,40.0,70.0,142.9,6.8,0.1
1981,West Bengal,Bardhaman,Wheat,Rabi,2023,Clay Loam,132,47,40,5.88,20.5,70.0,411.7,151.9,3.93
1982,West Bengal,Bardhaman,Rice,Kharif,2023,Clay Loam,18,19,4,4.18,40.5,70.0,140.6,17.1,0.28
1983,West Bengal,Bardhaman,Maize,Kharif,2023,Clay Loam,98,20,32,6.01,20.3,70.0,853.3,141.2,3.08
1984,West Bengal,Bardhaman,Cotton,Kharif,2023,Clay Loam,38,41,39,6.54,22.0,70.0,841.2,76.2,2.09
1985,Maharashtra,Nashik,Wheat,Rabi,2023,Black Soil,127,42,38,7.35,19.9,70.0,976.9,143.5,4.03
1986,Maharashtra,Nashik,Rice,Kharif,2023,Black Soil,78,58,48,7.65,19.0,70.0,911.4,125.0,3.68
1987,Maharashtra,Nashik,Maize,Kharif,2023,Black Soil,112,52,29,7.62,22.6,70.0,615.9,129.4,3.48
1988,Maharashtra,Nashik,Cotton,Kharif,2023,Black Soil,79,48,51,7.92,22.5,70.0,586.7,102.9,2.34
1989,Maharashtra,Pune,Wheat,Rabi,2023,Black Soil,116,50,42,7.26,21.8,70.0,305.1,157.1,4.13
1990,Maharashtra,Pune,Rice,Kharif,2023,Black Soil,108,49,46,7.77,20.8,70.0,935.6,160.4,3.46
1991,Maharashtra,Pune,Maize,Kharif,2023,Black Soil,92,37,11,8.29,24.6,70.0,433.6,132.5,2.46
1992,Maharashtra,Pune,Cotton,Kharif,2023,Black Soil,67,32,25,7.36,25.0,70.0,798.4,108.9,2.05
1993,Tamil Nadu,Thanjavur,Wheat,Rabi,2023,Red Loam,20,3,11,4.38,41.0,70.0,85.0,12.5,0.22
1994,Tamil Nadu,Thanjavur,Rice,Kharif,2023,Red Loam,21,18,6,4.73,38.4,70.0,102.1,27.8,0.2
1995,Tamil Nadu,Thanjavur,Maize,Kharif,2023,Red Loam,76,43,27,7.18,28.6,70.0,743.6,98.3,3.17
1996,Tamil Nadu,Thanjavur,Cotton,Kharif,2023,Red Loam,70,51,56,7.26,23.6,70.0,652.3,122.2,2.57
1997,Andhra Pradesh,Kurnool,Wheat,Rabi,2023,Red Soil,93,59,53,7.12,21.1,70.0,795.6,150.4,4.38
1998,Andhra Pradesh,Kurnool,Rice,Kharif,2023,Red Soil,98,50,51,7.4,26.9,70.0,335.8,147.7,3.88
